func,classification
mutate,data cleaning
merge,data cleaning
arrange,data cleaning
desc,data cleaning
head,exploratory
colnames,data cleaning
rbind,setup
data.frame,setup
select,data cleaning
for,data cleaning
filter,data cleaning
%in%,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
mutate,data cleaning
sum,data cleaning
mutate,data cleaning
merge,data cleaning
arrange,data cleaning
desc,data cleaning
head,exploratory
rbind,setup
paste,data cleaning
round,modeling
paste,data cleaning
round,modeling
write.csv,setup
write.csv,setup
library,setup
function,setup
grepl,data cleaning
as.character,data cleaning
function,setup
gsub,data cleaning
as.character,data cleaning
for,data cleaning
paste,data cleaning
read.csv,setup
mutate,data cleaning
filter,data cleaning
mutate,data cleaning
mutate,data cleaning
filter,data cleaning
bind_rows,data cleaning
duplicated,exploratory
library,setup
library,setup
read_csv,data cleaning
ggplot,exploratory
aes,exploratory
geom_line,exploratory
aes,exploratory
facet_wrap,exploratory
theme_bw,exploratory
labs,exploratory
library,setup
library,setup
function,setup
read.csv,setup
select,data cleaning
as.character,data cleaning
duplicated,exploratory
set.seed,exploratory
for,data cleaning
filter,data cleaning
count,data cleaning
filter,data cleaning
filter,data cleaning
data.frame,setup
return,data cleaning
library,setup
function,setup
read.csv,setup
select,data cleaning
as.character,data cleaning
duplicated,exploratory
set.seed,exploratory
for,data cleaning
filter,data cleaning
count,data cleaning
filter,data cleaning
filter,data cleaning
data.frame,setup
return,data cleaning
source,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
require,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
require,setup
theme_bw,exploratory
mutate,data cleaning
plot_ly,exploratory
paste,data cleaning
layout,exploratory
list,data cleaning
list,data cleaning
count,data cleaning
plot_ly,exploratory
layout,exploratory
list,data cleaning
list,data cleaning
plot_ly,exploratory
layout,exploratory
list,data cleaning
count,data cleaning
plot_ly,exploratory
count,data cleaning
plot_ly,exploratory
layout,exploratory
list,data cleaning
filter,data cleaning
%in%,data cleaning
count,data cleaning
plot_ly,exploratory
plot_ly,exploratory
layout,exploratory
list,data cleaning
count,data cleaning
plot_ly,exploratory
count,data cleaning
plot_ly,exploratory
layout,exploratory
list,data cleaning
list,data cleaning
ggplot,exploratory
aes,exploratory
reorder,data cleaning
function,setup
length,data cleaning
geom_bar,exploratory
labs,exploratory
layout,exploratory
library,setup
library,setup
filter,data cleaning
mutate,data cleaning
filter,data cleaning
mutate,data cleaning
filter,data cleaning
mutate,data cleaning
function,setup
list,data cleaning
list,data cleaning
do.call,setup
apply,data cleaning
do.call,setup
apply,data cleaning
function,setup
paste,data cleaning
getwd,setup
names,setup
png,data cleaning
paste,data cleaning
dev.off,exploratory
print,evaluation
png,data cleaning
paste,data cleaning
dev.off,exploratory
print,evaluation
summary,modeling
lm,modeling
png,data cleaning
paste,data cleaning
dev.off,exploratory
print,evaluation
png,data cleaning
paste,data cleaning
dev.off,exploratory
function,setup
if,data cleaning
file.path,setup
dir.create,setup
file.path,setup
paste,data cleaning
paste,data cleaning
function,setup
if,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
filter,data cleaning
if,data cleaning
filter,data cleaning
filter,data cleaning
if,data cleaning
filter,data cleaning
filter,data cleaning
return,data cleaning
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
select,data cleaning
merge,data cleaning
select,data cleaning
merge,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
rbind,setup
arrange,data cleaning
desc,data cleaning
return,data cleaning
function,setup
filter,data cleaning
select,data cleaning
merge,data cleaning
abs,data cleaning
filter,data cleaning
arrange,data cleaning
desc,data cleaning
return,data cleaning
rm,setup
ls,setup
options,setup
par,evaluation
par,evaluation
library,setup
library,setup
library,setup
library,setup
library,setup
setwd,setup
if,data cleaning
grepl,data cleaning
getwd,setup
source,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
load,setup
load,setup
mutate,data cleaning
rownames,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
write.csv,setup
paste0,setup
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
write.csv,setup
paste0,setup
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
duplicated,exploratory
mutate,data cleaning
paste0,setup
unique,data cleaning
filter,data cleaning
mutate,data cleaning
paste0,setup
mutate,data cleaning
paste0,setup
filter,data cleaning
%in%,data cleaning
ncol,modeling
paste0,setup
paste0,setup
filter,data cleaning
%in%,data cleaning
nrow,data cleaning
nrow,data cleaning
nrow,data cleaning
list,data cleaning
list,data cleaning
load,setup
load,setup
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
load,setup
load,setup
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
library,setup
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
anti_join,data cleaning
table,evaluation
table,evaluation
table,evaluation
table,evaluation
group_by,data cleaning
summarise,data cleaning
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
as.character,data cleaning
ifelse,data cleaning
as.character,data cleaning
as.numeric,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
ifelse,data cleaning
ifelse,data cleaning
paste0,setup
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
select,data cleaning
filter,data cleaning
is.na,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
as.list,modeling
paste0,setup
%in%,data cleaning
lapply,data cleaning
do.call,setup
names,setup
as_tibble,setup
list,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
